"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"DKL","Delek Logistics Partners, L.P.","22.57","$551.29M","2012","Energy","Natural Gas Distribution","https://old.nasdaq.com/symbol/dkl",
"DK","Delek US Holdings, Inc.","19.08","$1.4B","2017","Energy","Integrated oil Companies","https://old.nasdaq.com/symbol/dk",
"DELL","Dell Technologies Inc.","43.38","$32.13B","2018","Technology","Computer Manufacturing","https://old.nasdaq.com/symbol/dell",
"DLPH","Delphi Technologies PLC","13.91","$1.2B","2017","Capital Goods","Auto Parts:O.E.M.","https://old.nasdaq.com/symbol/dlph",
"DAL","Delta Air Lines, Inc.","48.5","$31.04B","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/dal",
"DLX","Deluxe Corporation","32.58","$1.37B","n/a","Consumer Durables","Publishing","https://old.nasdaq.com/symbol/dlx",
"DNR","Denbury Resources Inc.","0.75","$379.79M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dnr",
"DBI","Designer Brands Inc.","14.53","$1.04B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/dbi",
"DESP","Despegar.com, Corp.","12","$830.83M","2017","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/desp",
"DB","Deutsche Bank AG","8.2","$16.94B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/db",
"DXB","Deutsche Bank AG","25.53","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/dxb",
"DVN","Devon Energy Corporation","16.26","$6.23B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/dvn",
"DHX","DHI Group, Inc.","2.31","$124.23M","2007","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/dhx",
"DHT","DHT Holdings, Inc.","5.45","$800.17M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dht",
"DEO","Diageo plc","147.79","$86.35B","n/a","Consumer Non-Durables","Beverages (Production/Distribution)","https://old.nasdaq.com/symbol/deo",
"DO","Diamond Offshore Drilling, Inc.","2.71","$373.18M","1995","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/do",
"DSSI","Diamond S Shipping Inc.","10.33","$417.88M","2019","Consumer Services","Transportation Services","https://old.nasdaq.com/symbol/dssi",
"DRH","Diamondrock Hospitality Company","8.92","$1.79B","2005","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/drh",
"DSX","Diana Shipping inc.","2.14","$192.71M","2005","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/dsx",
"DSX^B","Diana Shipping inc.","25.38","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dsx^b",
"DKS","Dick&#39;s Sporting Goods Inc","35.95","$3.16B","2002","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/dks",
"DBD","Diebold Nixdorf Incorporated","6.77","$524.89M","n/a","Miscellaneous","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/dbd",
"DLR","Digital Realty Trust, Inc.","134.98","$28.22B","2004","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dlr",
"DLR^C","Digital Realty Trust, Inc.","26.9746","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^c",
"DLR^G","Digital Realty Trust, Inc.","25.79","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^g",
"DLR^I","Digital Realty Trust, Inc.","26.01","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^i",
"DLR^J","Digital Realty Trust, Inc.","25.75","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^j",
"DLR^K","Digital Realty Trust, Inc.","27.18","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^k",
"DLR^L","Digital Realty Trust, Inc.","25.96","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlr^l",
"DDS","Dillard&#39;s, Inc.","56.76","$1.33B","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dds",
"DDT","Dillard&#39;s, Inc.","25.6","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/ddt",
"DIN","Dine Brands Global, Inc.","90.18","$1.49B","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/din",
"DFS","Discover Financial Services","66.69","$20.56B","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dfs",
"DNI","Dividend and Income Fund","12.2","$151.58M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dni",
"DMYT.U","dMY Technology Group, Inc.","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/dmyt.u",
"DLB","Dolby Laboratories","69.98","$7.07B","2005","Miscellaneous","Multi-Sector Companies","https://old.nasdaq.com/symbol/dlb",
"DG","Dollar General Corporation","160.16","$40.78B","2009","Consumer Services","Department/Specialty Retail Stores","https://old.nasdaq.com/symbol/dg",
"D","Dominion Energy, Inc.","89.03","$74.61B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/d",
"DCUE","Dominion Energy, Inc.","111.27","n/a","2019","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dcue",
"DRUA","Dominion Energy, Inc.","26.1","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/drua",
"DPZ","Domino&#39;s Pizza Inc","341.89","$13.22B","2004","Consumer Non-Durables","Food Distributors","https://old.nasdaq.com/symbol/dpz",
"UFS","Domtar Corporation","29.62","$1.93B","n/a","Basic Industries","Paper","https://old.nasdaq.com/symbol/ufs",
"DCI","Donaldson Company, Inc.","48.23","$6.1B","n/a","Capital Goods","Pollution Control Equipment","https://old.nasdaq.com/symbol/dci",
"DFIN","Donnelley Financial Solutions, Inc.","8.7","$298.01M","2016","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/dfin",
"LPG","Dorian LPG Ltd.","10.87","$585.21M","2014","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/lpg",
"DSL","DoubleLine Income Solutions Fund","19.85","$2.02B","2013","n/a","n/a","https://old.nasdaq.com/symbol/dsl",
"DBL","DoubleLine Opportunistic Credit Fund","20.97","$313.24M","2012","n/a","n/a","https://old.nasdaq.com/symbol/dbl",
"DLY","DoubleLine Yield Opportunities Fund","20.07","$923.32M","2020","n/a","n/a","https://old.nasdaq.com/symbol/dly",
"PLOW","Douglas Dynamics, Inc.","42.34","$965.16M","2010","Capital Goods","Construction/Ag Equipment/Trucks","https://old.nasdaq.com/symbol/plow",
"DEI","Douglas Emmett, Inc.","41.14","$7.21B","2006","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dei",
"DOV","Dover Corporation","110.7","$15.98B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dov",
"DVD","Dover Motorsports, Inc.","1.62","$59.04M","1996","Consumer Services","Services-Misc. Amusement & Recreation","https://old.nasdaq.com/symbol/dvd",
"DOW","Dow Inc.","41.91","$31.13B","2019","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dow",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","42.7","$7.08B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/rdy",
"DRD","DRDGOLD Limited","7.32","$632.88M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/drd",
"DRQ","Dril-Quip, Inc.","35.48","$1.27B","1997","Energy","Metal Fabrications","https://old.nasdaq.com/symbol/drq",
"DS","Drive Shack Inc.","2.62","$175.69M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/ds",
"DS^B","Drive Shack Inc.","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^b",
"DS^C","Drive Shack Inc.","20.84","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^c",
"DS^D","Drive Shack Inc.","20.886","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ds^d",
"DTE","DTE Energy Company","119.31","$22.94B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dte",
"DTJ","DTE Energy Company","25.62","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtj",
"DTP","DTE Energy Company","47.76","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtp",
"DTQ","DTE Energy Company","25.48","n/a","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtq",
"DTW","DTE Energy Company","26.14","n/a","2017","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dtw",
"DTY","DTE Energy Company","26.56","n/a","2016","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/dty",
"DCO","Ducommun Incorporated","47.91","$556.08M","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/dco",
"DSE","Duff & Phelps Select MLP and Midstream Energy Fund","2.67","$70.04M","2014","n/a","n/a","https://old.nasdaq.com/symbol/dse",
"DNP","Duff & Phelps Utilities Income, Inc.","12.45","$3.77B","1987","n/a","n/a","https://old.nasdaq.com/symbol/dnp",
"DTF","Duff & Phelps Utilities Tax-Free Income, Inc.","15.27","$130.11M","1991","n/a","n/a","https://old.nasdaq.com/symbol/dtf",
"DUC","Duff & Phelps Utility & Corporate Bond Trust, Inc.","9.35","$257.08M","1993","n/a","n/a","https://old.nasdaq.com/symbol/duc",
"DPG","Duff & Phelps Utility and Infrastructure Fund Inc.","15.1","$572.74M","2011","n/a","n/a","https://old.nasdaq.com/symbol/dpg",
"DUK","Duke Energy Corporation","101.65","$74.54B","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk",
"DUK^A","Duke Energy Corporation","27.74","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/duk^a",
"DUKB","Duke Energy Corporation","27.41","n/a","2018","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukb",
"DUKH","Duke Energy Corporation","25.85","n/a","n/a","Public Utilities","Power Generation","https://old.nasdaq.com/symbol/dukh",
"DRE","Duke Realty Corporation","35.77","$13.18B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dre",
"DD","DuPont de Nemours, Inc.","44.16","$32.65B","2017","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/dd",
"DXC","DXC Technology Company","22.33","$5.67B","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/dxc",
"DY","Dycom Industries, Inc.","25.7","$810.16M","n/a","Basic Industries","Water Supply","https://old.nasdaq.com/symbol/dy",
"DLNG","Dynagas LNG Partners LP","1.6957","$60.18M","n/a","Consumer Services","Marine Transportation","https://old.nasdaq.com/symbol/dlng",
"DLNG^A","Dynagas LNG Partners LP","21.0543","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^a",
"DLNG^B","Dynagas LNG Partners LP","19.37","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dlng^b",
"DT","Dynatrace, Inc.","32.89","$9.24B","2019","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/dt",
"DX","Dynex Capital, Inc.","18.55","$425.65M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dx",
"DX^A.CL","Dynex Capital, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^a.cl",
"DX^B","Dynex Capital, Inc.","25.2478","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^b",
"DX^C","Dynex Capital, Inc.","25","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/dx^c",
"CTA^A","E.I. du Pont de Nemours and Company","85.5","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^a",
"CTA^B","E.I. du Pont de Nemours and Company","108","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cta^b",
"ELF","e.l.f. Beauty, Inc.","16.69","$833.8M","2016","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/elf",
"EGIF","Eagle Growth and Income Opportunities Fund","15.99","$114.82M","2015","n/a","n/a","https://old.nasdaq.com/symbol/egif",
"EXP","Eagle Materials Inc","85.58","$3.56B","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/exp",
"ECC           ","Eagle Point Credit Company Inc.","14.28","$395.84M","2014","n/a","n/a","https://old.nasdaq.com/symbol/ecc",
"ECCB","Eagle Point Credit Company Inc.","26.35","n/a","2016","n/a","n/a","https://old.nasdaq.com/symbol/eccb",
"ECCX","Eagle Point Credit Company Inc.","25.53","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/eccx",
"ECCY","Eagle Point Credit Company Inc.","25.4889","n/a","2017","n/a","n/a","https://old.nasdaq.com/symbol/eccy",
"EIC","Eagle Point Income Company Inc.","19.0568","$22.87M","2019","n/a","n/a","https://old.nasdaq.com/symbol/eic",
"ESTE","Earthstone Energy, Inc.","4.13","$266.66M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/este",
"DEA","Easterly Government Properties, Inc.","25.64","$1.92B","2015","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/dea",
"EGP","EastGroup Properties, Inc.","135.62","$5.28B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/egp",
"EMN","Eastman Chemical Company","62.91","$8.56B","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/emn",
"KODK","Eastman Kodak Company","2.95","$127.51M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/kodk",
"ETN","Eaton Corporation, PLC","98.12","$40.56B","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/etn",
"ETV","Eaton Vance Corporation","14.46","$1.28B","2005","n/a","n/a","https://old.nasdaq.com/symbol/etv",
"ETW","Eaton Vance Corporation","9.61","$1.03B","2005","n/a","n/a","https://old.nasdaq.com/symbol/etw",
"EV","Eaton Vance Corporation","43.62","$4.96B","n/a","Finance","Investment Managers","https://old.nasdaq.com/symbol/ev",
"EOI","Eaton Vance Enhance Equity Income Fund","14.9","$585.93M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eoi",
"EOS","Eaton Vance Enhanced Equity Income Fund II","16.94","$834.79M","2005","n/a","n/a","https://old.nasdaq.com/symbol/eos",
"EFT","Eaton Vance Floating Rate Income Trust","13.58","$541.35M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eft",
"EFL","Eaton Vance Floating-Rate 2022 Target Term Trust","9.31","$219.87M","2017","n/a","n/a","https://old.nasdaq.com/symbol/efl",
"EFF","Eaton vance Floating-Rate Income Plus Fund","15.83","$120.41M","2013","n/a","n/a","https://old.nasdaq.com/symbol/eff",
"EHT","Eaton Vance High Income 2021 Target Term Trust","9.88","$212.04M","2016","n/a","n/a","https://old.nasdaq.com/symbol/eht",
"ETX           ","Eaton Vance Municipal Income 2028 Term Trust","21.61","$234.14M","2013","n/a","n/a","https://old.nasdaq.com/symbol/etx",
"EOT","Eaton Vance Municipal Income Trust","23.12","$352.31M","2009","n/a","n/a","https://old.nasdaq.com/symbol/eot",
"EVN","Eaton Vance Municipal Income Trust","13.3","$527.57M","1999","n/a","n/a","https://old.nasdaq.com/symbol/evn",
"ETJ","Eaton Vance Risk-Managed Diversified Equity Income Fund","9.2","$586.97M","2007","n/a","n/a","https://old.nasdaq.com/symbol/etj",
"EFR","Eaton Vance Senior Floating-Rate Fund","13.28","$489.35M","2003","n/a","n/a","https://old.nasdaq.com/symbol/efr",
"EVF","Eaton Vance Senior Income Trust","6.36","$240.83M","1998","n/a","n/a","https://old.nasdaq.com/symbol/evf",
"EVG","Eaton Vance Short Diversified Income Fund","13.32","$238.17M","2005","n/a","n/a","https://old.nasdaq.com/symbol/evg",
"EVT","Eaton Vance Tax Advantaged Dividend Income Fund","23.78","$1.75B","2003","n/a","n/a","https://old.nasdaq.com/symbol/evt",
"ETO","Eaton Vance Tax-Advantage Global Dividend Opp","24.41","$381.85M","2004","n/a","n/a","https://old.nasdaq.com/symbol/eto",
"ETG","Eaton Vance Tax-Advantaged Global Dividend Income Fund","16.96","$1.29B","2004","n/a","n/a","https://old.nasdaq.com/symbol/etg",
"ETB","Eaton Vance Tax-Managed Buy-Write Income Fund","16.06","$426.84M","2005","n/a","n/a","https://old.nasdaq.com/symbol/etb",
"EXD","Eaton Vance Tax-Managed Buy-Write Strategy Fund","9.81","$95.47M","2010","n/a","n/a","https://old.nasdaq.com/symbol/exd",
"ETY","Eaton Vance Tax-Managed Diversified Equity Income Fund","11.7","$1.77B","2006","n/a","n/a","https://old.nasdaq.com/symbol/ety",
"EXG","Eaton Vance Tax-Managed Global Diversified Equity Income Fund","8.34","$2.53B","2007","n/a","n/a","https://old.nasdaq.com/symbol/exg",
"ECT","ECA Marcellus Trust I","0.461","$8.12M","2010","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ect",
"ECL","Ecolab Inc.","204.34","$58.88B","n/a","Basic Industries","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ecl",
"EC","Ecopetrol S.A.","18.12","$37.25B","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ec",
"EPC","Edgewell Personal Care","34.15","$1.85B","n/a","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/epc",
"EIX","Edison International","70.16","$25.44B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/eix",
"EW","Edwards Lifesciences Corporation","217.38","$45.46B","n/a","Health Care","Industrial Specialties","https://old.nasdaq.com/symbol/ew",
"EP^C","El Paso Corporation","50.2102","n/a","n/a","Public Utilities","Natural Gas Distribution","https://old.nasdaq.com/symbol/ep^c",
"EE","El Paso Electric Company","68.16","$2.78B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ee",
"ELAN","Elanco Animal Health Incorporated","27.52","$10.97B","2018","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/elan",
"ELAT","Elanco Animal Health Incorporated","51.66","n/a","2020","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/elat",
"ESTC","Elastic N.V.","71.83","$5.81B","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/estc",
"EGO","Eldorado Gold Corporation","9.65","$1.59B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/ego",
"ESI","Element Solutions Inc.","10.95","$2.76B","2014","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/esi",
"ELVT","Elevate Credit, Inc.","3.27","$140.68M","2017","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/elvt",
"LLY","Eli Lilly and Company","140.38","$134.26B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/lly",
